mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_decision_function_shape,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,mean_test_score,std_test_score,rank_test_score
1.423402976989746,0.13485812642672895,0.3438265641530355,0.0521539851169435,1000,ovr,auto,rbf,"{'C': 1000, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf'}",0.9956869993838571,0.9938385705483672,0.9966101694915255,0.9947627849661121,0.9935304990757856,0.9947611710323575,0.9950708564386938,0.9953789279112755,0.9935285053929122,0.9963031423290203,0.9959950708564387,0.9901386748844376,0.9947627849661121,0.9963031423290203,0.9950693374422188,0.9947827091365424,0.0015571776930680995,1
1.4850508213043212,0.05360269564089773,0.3809880256652832,0.014809902799066065,1000,ovo,auto,rbf,"{'C': 1000, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'rbf'}",0.9956869993838571,0.9938385705483672,0.9966101694915255,0.9947627849661121,0.9935304990757856,0.9947611710323575,0.9950708564386938,0.9953789279112755,0.9935285053929122,0.9963031423290203,0.9959950708564387,0.9901386748844376,0.9947627849661121,0.9963031423290203,0.9950693374422188,0.9947827091365424,0.0015571776930680995,1
1.5309056282043456,0.06067772836882055,0.413899294535319,0.008884658429752073,100,ovo,scale,rbf,"{'C': 100, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.9944547134935305,0.9935304990757856,0.9966101694915255,0.9956869993838571,0.9941466420209488,0.9947611710323575,0.9947627849661121,0.9956869993838571,0.9947611710323575,0.9947627849661121,0.9963031423290203,0.9904468412942989,0.9953789279112755,0.9950708564386938,0.9944530046224962,0.9947211138294818,0.001382239135184165,3
1.53494340578715,0.09327249912796579,0.4041548252105713,0.04866923837386671,100,ovr,scale,rbf,"{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'rbf'}",0.9944547134935305,0.9935304990757856,0.9966101694915255,0.9956869993838571,0.9941466420209488,0.9947611710323575,0.9947627849661121,0.9956869993838571,0.9947611710323575,0.9947627849661121,0.9963031423290203,0.9904468412942989,0.9953789279112755,0.9950708564386938,0.9944530046224962,0.9947211138294818,0.001382239135184165,3
1.4926654974619546,0.05965419970312676,0.37887452443440756,0.007584793953158969,1000,ovr,scale,rbf,"{'C': 1000, 'decision_function_shape': 'ovr', 'gamma': 'scale', 'kernel': 'rbf'}",0.9956869993838571,0.9938385705483672,0.9966101694915255,0.9944547134935305,0.9935304990757856,0.9947611710323575,0.9947627849661121,0.9953789279112755,0.9935285053929122,0.9963031423290203,0.9956869993838571,0.9898305084745763,0.9947627849661121,0.9963031423290203,0.9950693374422188,0.9947005504147018,0.001604171523050398,5
1.4961535612742105,0.055964735567203404,0.38172820409138997,0.012856948372562222,1000,ovo,scale,rbf,"{'C': 1000, 'decision_function_shape': 'ovo', 'gamma': 'scale', 'kernel': 'rbf'}",0.9956869993838571,0.9938385705483672,0.9966101694915255,0.9944547134935305,0.9935304990757856,0.9947611710323575,0.9947627849661121,0.9953789279112755,0.9935285053929122,0.9963031423290203,0.9956869993838571,0.9898305084745763,0.9947627849661121,0.9963031423290203,0.9950693374422188,0.9947005504147018,0.001604171523050398,5
1.5125598430633544,0.06374816873870266,0.41306681632995607,0.010643524328748646,100,ovo,auto,rbf,"{'C': 100, 'decision_function_shape': 'ovo', 'gamma': 'auto', 'kernel': 'rbf'}",0.9944547134935305,0.9935304990757856,0.9966101694915255,0.9953789279112755,0.9941466420209488,0.9947611710323575,0.9947627849661121,0.9953789279112755,0.9947611710323575,0.9950708564386938,0.9963031423290203,0.9901386748844376,0.9953789279112755,0.9950708564386938,0.9944530046224962,0.9946800313039857,0.0014255514045968959,7
1.5153880755106608,0.056469162928651506,0.4161026159922282,0.010417324745161929,100,ovr,auto,rbf,"{'C': 100, 'decision_function_shape': 'ovr', 'gamma': 'auto', 'kernel': 'rbf'}",0.9944547134935305,0.9935304990757856,0.9966101694915255,0.9953789279112755,0.9941466420209488,0.9947611710323575,0.9947627849661121,0.9953789279112755,0.9947611710323575,0.9950708564386938,0.9963031423290203,0.9901386748844376,0.9953789279112755,0.9950708564386938,0.9944530046224962,0.9946800313039857,0.0014255514045968959,7
1.6300819079081217,0.05879425722247119,0.41330509185791015,0.011742264872593621,1000,ovr,0.01,rbf,"{'C': 1000, 'decision_function_shape': 'ovr', 'gamma': 0.01, 'kernel': 'rbf'}",0.9953789279112755,0.9944547134935305,0.9956856702619414,0.9935304990757856,0.9932224276032039,0.9947611710323575,0.9947627849661121,0.9944547134935305,0.9947611710323575,0.996611213801602,0.9959950708564387,0.9901386748844376,0.9947627849661121,0.9950708564386938,0.9953775038520801,0.9945978789112971,0.0014536136339751088,9
1.6335870107014974,0.049535216483490616,0.411611811319987,0.01014858320920833,1000,ovo,0.01,rbf,"{'C': 1000, 'decision_function_shape': 'ovo', 'gamma': 0.01, 'kernel': 'rbf'}",0.9953789279112755,0.9944547134935305,0.9956856702619414,0.9935304990757856,0.9932224276032039,0.9947611710323575,0.9947627849661121,0.9944547134935305,0.9947611710323575,0.996611213801602,0.9959950708564387,0.9901386748844376,0.9947627849661121,0.9950708564386938,0.9953775038520801,0.9945978789112971,0.0014536136339751088,9
